hid,title,type,rating,read,last_read,synonyms,mal,anilist,mangaupdates
AlNAXAaS,The Return of the Corpse King,reading,,5.5,2025-01-09,"Sự Trở Lại Của Thi Vương,عودة ملك الجثث: أنا، بطل سابق، تم استدعائي مرة أخرى لعالم آخر لإيقاف الجماعة السرية التي أنشأتها سابقاً,عودة ملك الجثث,The Return of the Corpse King,Shikabane Ou no Kikan,Kembalinya Raja Mayat ~Aku, Mantan Pahlawan, Dipanggil Kembali ke Dunia Lain untuk Menghentikan Organisasi Rahasia Halu yang Aku Dirikan Sendiri~,The Return of the Corpse King: I, a Former Hero, Have Been Summoned Back to Isekai to Stop the CHUUNI Secret Society Organized by Me,O Retorno do Rei dos Mortos,屍王の帰還～元勇者の俺、自分が組織した厨二秘密結社を止めるために再び異世界に召喚されてしまう～,Shio no Kikan ~Moto Yuusha no Ore, Jibun ga Soshiki Shita Chuunibyou Himitsu Kessha o Tomeru Tame ni Futatabi Isekai ni Shoukan Sarete Shimau~",,,
zxfEWEvs,Return of the Hound,reading,,81,2025-01-09,"Bloodhound's Regression Instinct,El instinto de regresión del sabueso,The Return Instinct of the Hunting Dog,The Returning Instinct of a Hound,猎狗的回归本能,猟犬の回帰本能,사냥개의 회귀본능,사냥개의 회귀본능,Bloodhound's Regression Instinct",,,
mKi_WLHt,The Lazy Aristocrat,reading,,6,2025-01-09,"The Lazy and Villainous Aristocrat,あくまで怠惰な悪役貴族@COMIC,The Lazy Aristocrat,あくまで怠惰な悪役貴族,The Lazy Aristocrat,The Slothful Villainous Noble,あくまで怠惰な悪役貴族@COMIC",,,
iNdL3Doy,"Wǒ Yīgè Shénháo, Dāng Zhānán Hěn Hélǐ ba",reading,,8,2025-01-09,"我一个神豪，当渣男很合理吧,I’m A Super Rich Man, So It’s Reasonable For Me To Be A Scumbag,Thần Hào Như Ta, Làm Tra Nam Cũng Là Hợp Lý,Wǒ Yīgè Shén Háo, Dāng Zhā Nán Hěn Hélǐ Ba,Soy Un Superrico, Así Que Ser Un Hombre Basura Es Razonable, ¿No?,I'm a Rich Tycoon, So Being a Scumbag Makes Perfect Sense!,I'm a Rich Tycoon, so Being a Scumbag Makes Perfect Sense!,I'm a Super Rich Guy, so It's Reasonable for Me to Be a Scumbag,Soy Un Superrico, Así Que Ser Un Hombre Basura Es Razonable, ¿No?,Wǒ Yīgè Shén Háo, Dāng Zhā Nán Hěn Hélǐ Ba,我一个神豪，当渣男很合理吧,Wo Yige Shen Hao, Dang Zha Nan Hen Heli Ba",,,https://www.mangaupdates.com/series/93gaarp?utm_source=comick
HHGb9G5,"Fukushuu o Koinegau Saikyou Yuusha wa, Yami no Chikara de Senmetsu Musou Suru",reading,,120,2025-31-08,"復讐を希う最強勇者は、闇の力で殲滅無双する,Герой, жаждущий мести, уничтожит врагов Силой Тьмы,Тёмная резня мстительного героя,La oscura masacre del héroe vengativo,渴望復仇的最強勇者、以黑暗之力所向披靡,Sự Trỗi Dậy Của Anh Hùng Hắc Ám,The strongest brave who craves for revenge, extinguish with the power of darkness,สุดยอดผู้กล้าเปิดบัญชีแค้น (SIC),渴望复仇的最强勇者、以黑暗之力所向披靡,복수를 바라는 최강용사는, 어둠의 힘으로 섬멸무쌍한다,Fukushuu wo Koinegau Saikyou Yuusha ha, Yami no Chikara de Senmetsu Musou Suru,The Strongest Hero Who Longs For Revenge Will Peerlessly Annihilate With The Power Of Darkness,The Hero Who Seeks Revenge Shall Exterminate with Darkness,The Dark Massacre of the Vengeful Hero",,,
AKhyZsdz,The Legendary Return,reading,,179,2025-31-08,"회귀의 전설,Return of the Legend,Retorno da lenda,Die Rückkehr der Legende,Le Retour de la Légende,El regreso de la gran leyenda,El retorno de una leyenda,ตำนานคืนตำแหน่ง",https://myanimelist.net/manga/148619?utm_source=comick,https://anilist.co/manga/142936?utm_source=comick,https://www.mangaupdates.com/series/u9bixr7?utm_source=comick
KVlbgKLI,boku wa kimitachi wo shihai suru,reading,,57,2025-31-08,"僕は君たちを支配する,Я буду контролировать тебя,Boku wa Kimitachi o Shihai suru,I Will Rule You All,Las Dominaré a Todas,我將要支配你們的一切,Ta cai trị các em,내가 너희를 지배한다",,,
4SQrCS2X,"Henkyou Gurashi No Maou, Tensei Shite Saikyou No Majutsushi Ni Naru",reading,,47,2025-31-08,"辺境ぐらしの魔王、転生して最強の魔術師になる,The Demon King of the Frontier Life, Reincarnated to Become the Strongest Mage,Ma vương tái sinh trở thành pháp sư mạnh nhất,Владыка демонов из глубинки переродится и станет сильнейшим в мире магом!,辺境ぐらしの魔王、転生して最強の魔術師になる〜愛されながら成り上がる元魔王は、人間を知りたい〜,The Demon King of the Frontier Life, Reincarnated to Become the Strongest Mage ~The Former Demon King Who Grows up While Being Loved, Wants to Know Humans~,Henkyou Gurashi no Maou, Tensei shite Saikyou no Majutsushi ni naru - Aisarenagara Nariagaru Moto Maou wa, Ningen wo Shiritai,The Former Demon King Who Grows Up While Being Loved, Wants to Know Humans,Henkyōgurashi no Maō, Tensei Shite Saikyō no Majutsushi ni Naru",,,
l_Vjpvkq,Second Life Ranker,reading,,217,2025-31-08,"เกมชีวิตที่สอง ของแรงเกอร์,Ranker yang Hidup Dua Kali,Ранкер, который живёт второй раз,二度生きるランカー,두 번 사는 랭커,異界攻塔戰記,Ranker Who Lives A Second Time,The Ranker Who Lives Twice,SLR,Nido Ikiru Rankaa,Ranker Who Lives Twice,Rebirth of the Strongest Warrior,रैंकर जो दो बार जीता है,重生归来的战士,Du Beon Saneun Ranker",https://myanimelist.net/manga/147324?utm_source=comick,https://anilist.co/manga/109957?utm_source=comick,https://www.mangaupdates.com/series.html?id=154346&utm_source=comick
bwZDmFGZ,"Fuguushoku to Baka ni Saremashita ga, Jissai wa Sorehodo Waruku Arimasen?",reading,,49,2025-31-08,"Все смеялись надо мной из-за отсутствия профессии, но всё не так уж и плохо,不幸职业的幸运?,不遇職とバカにされましたが、実際はそれほど悪くありません？,They Ridiculed Me for My Luckless Job, but It's Not Actually That Bad,Mọi Người Cười Nhạo Chức Nghiệp Vô Năng Của Tôi Nhưng Nó Không Tệ Đến Thế,Chức Nghiệp Vô Năng,They Ridiculed Me for My Luckless Job, but It's Not Actually That Bad?,People Looked Down on Me for Having a Crummy Job but It Really Isn't All That Bad?,People Made Fun of Me for Being Jobless but It's Not Bad at All",https://myanimelist.net/manga/128786?utm_source=comick,https://anilist.co/manga/119753?utm_source=comick,https://www.mangaupdates.com/series.html?id=160570&utm_source=comick
AgPgIJV9,Sasayaki Sasaru Sasaki-san,reading,,3,2025-31-08,ささやき刺さる佐々木さん,,,
ryXrffFw,"Sekai Saikyou no Assassin, Isekai Kizoku ni Tensei Suru",reading,,38.2,2025-31-08,"世界最高の暗殺者、異世界貴族に転生する,世界頂尖的暗殺者轉生為異世界貴族,Лучший в мире ассасин, переродившийся в другом мире как аристократ,Le meilleur assassin, réincarné en un aristocrate dans un autre monde,Sekai Saikou no Ansatsusha, Isekai Kizoku ni Tensei suru,The World's Finest Assassin Gets Reincarnated in Another World,Ansatsu Kizoku,The World's Best Assassin, Reincarnated in a Different World as an Aristocrat,The World's Finest Assassin Gets Reincarnated in Another World as an Aristocrat,สุดยอดมือสังหาร อวตารมาต่างโลก,暗殺貴族,Sát Thủ Đệ Nhất Thế Giới Chuyển Sinh Thành Quý Tộc Ở Thế Giới Khác,世界最強暗殺者轉生成異世界貴族,세계 최강의 암살자, 이세계 귀족으로 전생한다",https://myanimelist.net/manga/117886?utm_source=comick,https://anilist.co/manga/107603?utm_source=comick,https://www.mangaupdates.com/series.html?id=152574&utm_source=comick
KW1oXFZO,My Death Flags Show No Sign of Ending,reading,,81,2025-30-08,"不知我的死亡flag将于何处停止,俺の死亡フラグが留まるところを知らない,내 사망플래그가 그칠 줄 모른다,Ore no Shibou Flag ga Todomaru Tokoro o Shiranai,Ore no Shibou Flag ga Todomaru Tokoro wo Shiranai,Des risques mortels n'arrêtent pas de m'arriver",https://myanimelist.net/manga/134099?utm_source=comick,https://anilist.co/manga/123181?utm_source=comick,https://www.mangaupdates.com/series.html?id=168441&utm_source=comick
IMe_4dt3,Fuguu Ouji wa Tensai Renkinjutsushi,reading,,7,2025-30-08,"不遇皇子は天才錬金術師,不遇皇子は天才錬金術師～皇帝なんて柄じゃないので弟妹を可愛がりたい～,不遇皇子は天才錬金術師～皇帝なんて柄じゃないので弟妹を可愛がりたい～@COMIC,Fuguu Ouji wa Tensai Renkinjutsushi: Koutei Nante Gara Janai no de Teimai wo Kawaigaritai,The Useless Prince Turned out to Be a Genius Alchemist,The Unfortunate Prince Is a Genius Alchemist,The Useless Prince Turned out to Be a Genius Alchemist: Screw the Throne, I'm Just Here to Pamper My Adorable Siblings,The Unfortunate Prince Is a Genius Alchemist: Being Emperor Isn't My Thing, so I Want to Dote on My Younger Siblings",,,https://www.mangaupdates.com/series/ukruj9b?utm_source=comick
tAD2KC_B,The Relaxed Harem Life of an Around 30 Magician ~A Black Company Slave Living Freely in Another World~,reading,,6.1,2025-30-08,"Arasaa Majutsushi no Yuru ii Harem Life ~ Black Shachiku ga Isekai de Jiyuu Kimama ni Yuukyuu Shouka ~,Around 30 Magician's Relaxed Harem Life ~A Black Company Slave Living Freely in Another World~,アラサー魔術師のゆる～いハーレムライフ～ブラック社畜が異世界で自由気ままに有給消化～",,,
4AhNnkhA,Warrior Kariel,reading,,9,2025-30-08,"용사 카리엘,Warrior Cariel,Yongsa Kariel",https://myanimelist.net/manga/185221?utm_source=comick,,https://www.mangaupdates.com/series/lgi3ziq?utm_source=comick
vdickkRC,Ice Lord,reading,,40,2025-30-08,"얼음군주,The Royal Frozen,Señor del Hielo",,,
_b468PEW,"Futago Matomete ""Kanojo"" ni Shinai?",reading,,11.1,2025-30-08,"Why Don't You Make the Twins Your ""Girlfriend"" Together?,Why Not Make Both Twins ""Girlfriends""?,Why Not Make Both Twins ""Your Girlfriend"" at Once?,Futago Matomete ""Kanojo"" ni Shinai?,¿Por qué no juntar a las gemelas y convertirlas en una novia?,双子まとめて『カノジョ』にしない？,双子まとめて『カノジョ』にしない?",https://myanimelist.net/manga/169628?utm_source=comick,https://anilist.co/manga/177186?utm_source=comick,https://www.mangaupdates.com/series/wtr991i?utm_source=comick
IuoIYlcN,Maou to Ryuuou ni Sodaterareta Shounen wa Gakuen Seikatsu wo Musou suru You desu,reading,,45,2025-30-08,"魔王と竜王に育てられた少年は学園生活を無双するようです,The Boy Raised by the Demon Queen and the Dragon Queen Has No Rival",,https://anilist.co/manga/163426?utm_source=comick,https://www.mangaupdates.com/series/mczo0e5?utm_source=comick
Bh8btot2,"Jinsei Gyakuten - Uwaki sare, Enzai wo Kiserareta Ore ga, Gakuen Ichi no Bishoujo ni Natsukareru",reading,,4,2025-30-08,"Hidupku Berbalik: Diselingkuhi dan Difitnah, Kini Aku Dimanjakan oleh Gadis Tercantik di Sekolah,My Life Turned Around: After Being Cheated on and Falsely Accused, I Ended up Being Adored by the Most Beautiful Girl in School,Переворот судьбы: Меня обманули, обвинили ложно — и теперь ко мне привязалась самая красивая девушка школы,Cuộc đời tôi đã thay đổi: Sau khi tôi bị phản bội và buộc tội oan, cô gái xinh đẹp nhất trường lại trở nên thân thiết với tôi~,Minha Vida Virou de Cabeça para Baixo: Depois de Ser Traído e Falsamente Acusado, Acabei Sendo Adorado pela Garota Mais Bonita da Escola,人生逆転　浮気をされ、えん罪を着せられた俺が、学園一の美少女に懐かれる,Jinsei Gyakuten - Uwaki sare, Enzai o Kiserareta Ore ga, Gakuen Ichi no Bishoujo ni Natsukareru,Hayatım Tersine Döndü: Aldatılıp Suçlandıktan Sonra, Okulun En Güzel Kızı Tarafından Sevilmeye Başladım,Jinsei Gyakuten: Uwaki sare, Enzai wo Kiserareta Ore ga, Gakuen Ichi no Bishoujo ni Natsukareru,Life Reversal ~I Was Cheated on and Falsely Accused, but Now the Most Beautiful Girl in the School Is Getting Close to Me~,My Life Turned Around - After Being Cheated on and Falsely Accused, I End Up Being Adored by the Most Beautiful Girl in School,Jinsei Gyakuten ~Uwakisare, Enzai wo Kiserareta Orega, Gakuenichi no Bishoujo ni Natsukareru~",https://myanimelist.net/manga/182546?utm_source=comick,https://anilist.co/manga/183600?utm_source=comick,https://www.mangaupdates.com/series/5cfe1st?utm_source=comick
LN3Kk4It,"Doctor, Live Again",reading,,202,2025-30-08,"医員、蘇る,Вторая жизнь хирурга,의원, 다시 살다,The Doctor Lives Again,Bác Sĩ Trùng Sinh Về Murim,Doctor’s Rebirth,Uiwon, Dasi Salda,轉世武林當大夫,Doctor's Rebirth,El renacimiento de un Doctor,หมอข้ามภพ",https://myanimelist.net/manga/151060?utm_source=comick,https://anilist.co/manga/129579?utm_source=comick,https://www.mangaupdates.com/series.html?id=176425&utm_source=comick
2UmYsLgM,Chronicles of the Demon Faction,reading,,133,2025-29-08,"마도전생기,ตำนานการเกิดใหม่ในลัทธิมาร,魔道轉生記,魔道转生记,Crónicas de la Facción Demoníaca,Crônicas da Facção Demoníaca,魔道転生,Crónicas de la facción Demoniaca,Crónicas de la facción del demonio",https://myanimelist.net/manga/157591?utm_source=comick,https://anilist.co/manga/164222?utm_source=comick,https://www.mangaupdates.com/series/kuw7coe?utm_source=comick
kXqvFvl8,Akuyaku Reijou no Ani ni Tensei Shimashita,reading,,38,2025-29-08,"悪役令嬢の兄に転生しました,Reincarnated as a Villainess's Brother,Reinkarnasi Menjadi Abangnya Villainess,Akuyaku Reijo no Ani ni Tensei Shimashita",https://myanimelist.net/manga/145704?utm_source=comick,https://anilist.co/manga/144273?utm_source=comick,https://www.mangaupdates.com/series.html?id=190728&utm_source=comick
LK_KJWa4,Magic Level 99990000 All-Attribute Great Sage,reading,,111,2025-29-08,"魔力9999万 全属性使いの大賢者,Maryoku 9999 man Zen Zokusei Tsukai no Dai Kenja,魔力9999萬，全屬性大賢者,Magic Level 99990000: All-Attribute Great Sage,魔力9999万  全属性使いの大賢者,魔力9999万-全属性使いの大賢者,Maryoku 9999 Man - Zen Zokusei Tsukai no Dai Kenja,Maryoku 9999 Man - Zen Zokusei Tsukai no Dai Kenja / Magic Level 99990000: All-Attribute Great Sage / 魔力9999万 全属性使いの大賢者 / 魔力9999万-全属性使いの大賢者,é­å9999ä¸ å¨å±æ§ä½¿ãã®å¤§è³¢è",,,
